Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
1990-01-26,0.24,0.38,0.38,4.25,4.203125,4.234375,2711200.0,5872.701,5.4,127.5,8.23,3170.4,40.30441212667485,-0.0703114659263343,4.297904788364901,0.0625,4.526055958426282,4.069256541573719,4.229166666666667,4.208333333333334,4.182291666666667,4.161458333333334,4.255208333333334,4.276041666666667,4.302083333333334
1990-01-29,0.24,0.38,0.38,4.234375,4.203125,4.234375,1176000.0,5872.701,5.4,127.5,8.23,3170.4,40.30441212667485,-0.069135449228114,4.296723847685888,0.03125,4.479276620084412,4.0847858799155885,4.223958333333333,4.213541666666666,4.192708333333333,4.182291666666666,4.244791666666666,4.255208333333333,4.276041666666666
1990-01-30,0.24,0.38,0.38,4.21875,4.125,4.203125,1429600.0,5872.701,5.4,127.5,8.23,3170.4,33.98118672728076,-0.068113401750209,4.29465549915293,-0.0625,4.413382504740788,4.114742495259211,4.182291666666667,4.145833333333334,4.088541666666667,4.052083333333334,4.239583333333334,4.276041666666667,4.333333333333334
1990-01-31,0.24,0.38,0.38,4.265625,4.21875,4.25,1316800.0,5872.701,5.4,127.5,8.23,3170.4,48.0794220662564,-0.066338329145987,4.293764694654175,-0.03125,4.351366996391694,4.151758003608307,4.244791666666667,4.223958333333334,4.197916666666667,4.177083333333334,4.270833333333334,4.291666666666667,4.317708333333334
1990-02-01,0.24,0.38,0.38,4.25,4.1875,4.21875,1403200.0,5872.701,5.3,128.0,8.24,3170.5,41.29582777292124,-0.0645317042477796,4.292203279456964,-0.078125,4.319161971958178,4.166775528041822,4.21875,4.1875,4.15625,4.125,4.25,4.28125,4.3125
1990-02-02,0.15,0.37,0.48,4.234375,4.203125,4.21875,927200.0,5872.701,5.3,128.0,8.24,3170.5,41.29582777292124,-0.0626529284380395,4.29120671692459,-0.078125,4.302893545472572,4.172106454527428,4.21875,4.203125,4.1875,4.171875,4.234375,4.25,4.265625
1990-02-05,0.15,0.37,0.48,4.25,4.1875,4.1875,1413600.0,5872.701,5.3,128.0,8.24,3170.5,34.76537416111837,-0.0611831951685033,4.289105060039224,-0.03125,4.3031399505275205,4.16561004947248,4.208333333333333,4.166666666666666,4.145833333333333,4.104166666666666,4.229166666666666,4.270833333333333,4.291666666666666
1990-02-06,0.15,0.37,0.48,4.21875,4.1875,4.21875,1007200.0,5872.701,5.3,128.0,8.24,3170.5,44.8317724696962,-0.0594088633088518,4.288103646610591,-0.03125,4.302771739651331,4.167540760348669,4.208333333333333,4.197916666666666,4.177083333333333,4.166666666666666,4.229166666666666,4.239583333333333,4.260416666666666
1990-02-07,0.15,0.37,0.48,4.296875,4.1875,4.296875,942400.0,5872.701,5.3,128.0,8.24,3170.5,61.82464865455419,-0.0561547847989014,4.288218927814348,0.0625,4.3113055283618085,4.165256971638192,4.260416666666667,4.223958333333334,4.151041666666667,4.114583333333334,4.333333333333334,4.369791666666667,4.442708333333334
1990-02-08,0.15,0.37,0.48,4.3125,4.203125,4.21875,1676000.0,5872.701,5.3,128.0,8.24,3170.5,45.61335188428002,-0.0532622645615388,4.286632256745707,0.0,4.308272270884735,4.163602729115266,4.244791666666667,4.177083333333334,4.135416666666667,4.067708333333334,4.286458333333334,4.354166666666667,4.395833333333334
1990-02-09,0.19,0.3,0.51,4.265625,4.1875,4.234375,1153600.0,5872.701,5.3,128.0,8.24,3170.5,48.71656167393897,-0.0503773095113202,4.285823440703253,0.0,4.3048478617136,4.173277138286401,4.229166666666667,4.192708333333334,4.151041666666667,4.114583333333334,4.270833333333334,4.307291666666667,4.348958333333334
1990-02-12,0.19,0.3,0.51,4.234375,4.1875,4.21875,702400.0,5872.701,5.3,128.0,8.24,3170.5,45.70734964664485,-0.0477827979553653,4.285197245999256,-0.015625,4.304187444483116,4.175500055516885,4.213541666666667,4.192708333333334,4.166666666666667,4.145833333333334,4.239583333333334,4.260416666666667,4.286458333333334
1990-02-13,0.19,0.3,0.51,4.25,4.171875,4.25,1529600.0,5872.701,5.3,128.0,8.24,3170.5,52.4809806136374,-0.0448988571771977,4.2844959200475214,0.046875,4.302460651849202,4.175664348150798,4.223958333333333,4.197916666666666,4.145833333333333,4.119791666666666,4.276041666666666,4.302083333333333,4.354166666666666
1990-02-14,0.19,0.3,0.51,4.296875,4.25,4.28125,845600.0,5872.701,5.3,128.0,8.24,3170.5,58.46078143617419,-0.0413837796346132,4.284460554662214,0.03125,4.302460651849202,4.175664348150798,4.276041666666667,4.255208333333334,4.229166666666667,4.208333333333334,4.302083333333334,4.322916666666667,4.348958333333334
1990-02-15,0.19,0.3,0.51,4.28125,4.25,4.25,626400.0,5872.701,5.3,128.0,8.24,3170.5,51.04852622690928,-0.0380616374621262,4.284184650347148,0.03125,4.294318598946711,4.179118901053289,4.260416666666667,4.239583333333334,4.229166666666667,4.208333333333334,4.270833333333334,4.291666666666667,4.302083333333334
1990-02-16,0.23,0.43,0.34,4.28125,4.25,4.265625,989600.0,5872.701,5.3,128.0,8.24,3170.5,54.3851691161121,-0.0346985377039566,4.283952828069148,0.046875,4.287324492192169,4.182988007807832,4.265625,4.25,4.234375,4.21875,4.28125,4.296875,4.3125
