Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
1995-12-15,0.51,0.23,0.26,8.5625,8.34375,8.375,1366400.0,7772.586,5.6,153.9,5.6,3653.3,32.58606111907788,0.043996400537776,8.577198030622403,-0.625,9.21554774142092,8.184452258579078,8.427083333333334,8.291666666666668,8.208333333333334,8.072916666666668,8.510416666666668,8.645833333333334,8.729166666666668
1995-12-18,0.51,0.23,0.26,8.40625,8.25,8.28125,741600.0,7772.586,5.6,153.9,5.6,3653.3,29.59436275622652,0.0279642984128001,8.574177570916618,-0.625,9.230788365656608,8.134836634343394,8.3125,8.21875,8.15625,8.0625,8.375,8.46875,8.53125
1995-12-19,0.51,0.23,0.26,8.53125,8.21875,8.4375,643600.0,7772.586,5.6,153.9,5.6,3653.3,40.15955506218678,0.0126279884400166,8.572977598136042,-0.34375,9.221896824873276,8.156228175126724,8.395833333333334,8.260416666666668,8.083333333333334,7.947916666666668,8.572916666666668,8.708333333333334,8.885416666666668
1995-12-20,0.51,0.23,0.26,8.6875,8.46875,8.625,360400.0,7772.586,5.6,153.9,5.6,3653.3,50.454093986354856,0.0014944134707359,8.573232107272204,-0.1875,9.184408220336389,8.240591779663614,8.59375,8.5,8.375,8.28125,8.71875,8.8125,8.9375
1995-12-21,0.48,0.28,0.24,8.78125,8.5625,8.6875,301600.0,7772.586,5.6,153.9,5.6,3653.3,53.528926355959456,-0.0054275832950441,8.573698025102612,-0.0625,9.176286007894166,8.276838992105834,8.677083333333334,8.572916666666668,8.458333333333334,8.354166666666668,8.791666666666668,8.895833333333334,9.010416666666668
1995-12-22,0.48,0.28,0.24,8.75,8.625,8.75,208400.0,7772.586,5.6,153.9,5.6,3653.3,56.634260465019615,-0.0083374603688116,8.574193346167535,-0.21875,9.177951355386169,8.278298644613834,8.708333333333334,8.666666666666668,8.583333333333334,8.541666666666668,8.791666666666668,8.833333333333334,8.916666666666668
1995-12-26,0.48,0.28,0.24,8.71875,8.5,8.53125,240000.0,7772.586,5.6,153.9,5.6,3653.3,44.598755451725054,-0.0120511037141025,8.574054850517625,-0.5625,9.175335139815402,8.259039860184597,8.583333333333334,8.447916666666668,8.364583333333334,8.229166666666668,8.666666666666668,8.802083333333334,8.885416666666668
1995-12-27,0.48,0.28,0.24,8.84375,8.625,8.84375,351600.0,7772.586,5.6,153.9,5.6,3653.3,58.97103148824984,-0.0110606349773724,8.575323097725777,0.09375,9.187449088657512,8.268800911342488,8.770833333333334,8.697916666666668,8.552083333333334,8.479166666666668,8.916666666666668,8.989583333333334,9.135416666666668
1995-12-28,0.46,0.34,0.2,8.90625,8.78125,8.8125,344400.0,7772.586,5.6,153.9,5.6,3653.3,57.2571389853975,-0.0076470080034037,8.57641057848995,0.125,9.19204879157371,8.27045120842629,8.833333333333334,8.760416666666668,8.708333333333334,8.635416666666668,8.885416666666668,8.958333333333334,9.010416666666668
1995-12-29,0.46,0.34,0.2,8.84375,8.65625,8.71875,219200.0,7772.586,5.6,153.9,5.6,3653.3,52.02339246118914,-0.0043718377750924,8.57682475574789,0.28125,9.140546357548487,8.284453642451512,8.739583333333334,8.635416666666668,8.552083333333334,8.447916666666668,8.822916666666668,8.927083333333334,9.010416666666668
