Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
1990-01-26,0.24,0.38,0.38,0.5,0.484375,0.484375,316800.0,5872.701,5.4,127.5,8.23,3170.4,28.78270781188216,-0.0132035748825859,0.522147256112748,-0.015625,0.5766823145921577,0.475661769193853,0.4895833333333333,0.4791666666666666,0.4739583333333333,0.4635416666666666,0.4947916666666666,0.5052083333333333,0.5104166666666666
1990-01-29,0.24,0.38,0.38,0.5234379768371582,0.5,0.5078129768371582,499200.0,5872.701,5.4,127.5,8.23,3170.4,45.76945558447284,-0.0136835815874538,0.5213269525298456,0.0078129768371582,0.5696403257113929,0.4764537580746177,0.5104169845581055,0.4973959922790527,0.4869790077209472,0.4739580154418945,0.5208339691162109,0.5338549613952637,0.5442719459533691
1990-01-30,0.24,0.38,0.38,0.515625,0.5,0.5,425600.0,5872.701,5.4,127.5,8.23,3170.4,41.92331852255917,-0.0140336045650706,0.5203348277706747,-0.0078129768371582,0.5669644913492694,0.4744420924367413,0.5052083333333334,0.4947916666666667,0.4895833333333333,0.4791666666666667,0.5104166666666667,0.5208333333333334,0.5260416666666667
1990-01-31,0.24,0.38,0.38,0.5234379768371582,0.5,0.5234379768371582,707200.0,5872.701,5.4,127.5,8.23,3170.4,55.009695653998,-0.0138778828226772,0.5205574887913543,0.0078129768371582,0.5583647063283336,0.4783543774576771,0.5156253178914388,0.5078126589457195,0.4921873410542806,0.4843746821085612,0.5312506357828777,0.539063294728597,0.5546886126200359
1990-02-01,0.24,0.38,0.38,0.515625,0.5078129768371582,0.5078129768371582,115200.0,5872.701,5.3,128.0,8.24,3170.5,46.88352866730274,-0.0136309905258669,0.5204102479600478,-0.0078120231628417,0.5577756867126467,0.4773808970733642,0.5104169845581055,0.5052089691162109,0.5026049613952637,0.4973969459533691,0.5130209922790527,0.5182290077209473,0.5208330154418945
1990-02-02,0.15,0.37,0.48,0.515625,0.4921880066394806,0.4921880066394806,1622400.0,5872.701,5.3,128.0,8.24,3170.5,40.05603190269274,-0.013558116283119,0.516460847918776,-0.0468749701976776,0.5540788118693936,0.4756090725805653,0.5000003377596537,0.4843756755193074,0.4765633443991343,0.4609386821587879,0.5078126688798268,0.5234373311201731,0.5312496622403462
1990-02-05,0.15,0.37,0.48,0.5078129768371582,0.4921880066394806,0.5078129768371582,118400.0,5872.701,5.3,128.0,8.24,3170.5,48.67946662002358,-0.013317944410248,0.5163734240854373,-0.03125,0.5491912976696975,0.4765903844639772,0.5026046534379324,0.4973963300387065,0.4869796832402547,0.4817713598410289,0.5130213002363841,0.51822962363561,0.5286462704340618
1990-02-06,0.15,0.37,0.48,0.5078129768371582,0.4921880066394806,0.5078129768371582,1385600.0,5872.701,5.3,128.0,8.24,3170.5,48.67946662002358,-0.0129551495410965,0.5154678111710701,-0.015625,0.5470235184571967,0.4764144613601938,0.5026046534379324,0.4973963300387065,0.4869796832402547,0.4817713598410289,0.5130213002363841,0.51822962363561,0.5286462704340618
1990-02-07,0.15,0.37,0.48,0.515625,0.4921880066394806,0.515625,208000.0,5872.701,5.3,128.0,8.24,3170.5,53.1643530809081,-0.0123803515866627,0.5154702684278956,0.015625,0.5450953799558231,0.4767800998615672,0.5078126688798269,0.5000003377596538,0.4843756755193075,0.4765633443991344,0.5234373311201732,0.5312496622403463,0.5468743244806926
1990-02-08,0.15,0.37,0.48,0.53125,0.515625,0.53125,2328000.0,5872.701,5.3,128.0,8.24,3170.5,61.02488758650047,-0.0114253009892947,0.5178200288861303,0.046875,0.5414477531603316,0.4788652266570589,0.5260416666666666,0.5208333333333333,0.5104166666666666,0.5052083333333333,0.5364583333333333,0.5416666666666666,0.5520833333333333
1990-02-09,0.19,0.3,0.51,0.53125,0.515625,0.515625,182400.0,5872.701,5.3,128.0,8.24,3170.5,51.12449353408551,-0.0105052279097462,0.5177947144407061,0.03125,0.5419401957521602,0.4799352840652301,0.5208333333333334,0.5104166666666667,0.5052083333333334,0.4947916666666667,0.5260416666666667,0.5364583333333334,0.5416666666666667
1990-02-12,0.19,0.3,0.51,0.5390629768371582,0.515625,0.5234379768371582,1180800.0,5872.701,5.3,128.0,8.24,3170.5,55.30781727930931,-0.0095067147902208,0.5181867626049329,0.015625,0.5431431625784702,0.4810761149226361,0.5260419845581055,0.5130209922790527,0.5026040077209473,0.4895830154418945,0.5364589691162109,0.5494799613952637,0.5598969459533691
1990-02-13,0.19,0.3,0.51,0.5390629768371582,0.5234379768371582,0.5390629768371582,120000.0,5872.701,5.3,128.0,8.24,3170.5,62.678967345356256,-0.0082404252056587,0.5183331185656188,0.0390629768371582,0.5468663713219148,0.4804779061791915,0.5338546435038248,0.5286463101704915,0.5182296435038248,0.5130213101704915,0.5442713101704915,0.5494796435038248,0.5598963101704915
1990-02-14,0.19,0.3,0.51,0.5390629768371582,0.5234379768371582,0.5390629768371582,217600.0,5872.701,5.3,128.0,8.24,3170.5,62.67896734535626,-0.0068538979170607,0.5185933420034007,0.015625,0.5499296026697367,0.4797584725150854,0.5338546435038248,0.5286463101704915,0.5182296435038248,0.5130213101704915,0.5442713101704915,0.5494796435038248,0.5598963101704915
1990-02-15,0.19,0.3,0.51,0.5390629768371582,0.5234379768371582,0.5234379768371582,126400.0,5872.701,5.3,128.0,8.24,3170.5,51.39375254349133,-0.0056983583460942,0.5186284126670007,0.015625,0.550530217458629,0.479939155409909,0.5286463101704916,0.5182296435038249,0.5130213101704916,0.5026046435038249,0.5338546435038249,0.5442713101704916,0.5494796435038249
1990-02-16,0.23,0.43,0.34,0.546875,0.5234379768371582,0.546875,747200.0,5872.701,5.3,128.0,8.24,3170.5,62.94168014613162,-0.0043612609677086,0.519787565240332,0.0546869933605194,0.552181515537875,0.479069059646947,0.5390626589457194,0.5312503178914387,0.5156256357828776,0.5078132947285969,0.5546873410542805,0.5624996821085612,0.5781243642171223
1990-02-20,0.23,0.43,0.34,0.546875,0.53125,0.546875,228800.0,5872.701,5.3,128.0,8.24,3170.5,62.94168014613161,-0.0029705193310778,0.5201237192948867,0.0390620231628418,0.5537737528201947,0.4782580246809116,0.5416666666666666,0.5364583333333333,0.5260416666666666,0.5208333333333333,0.5520833333333333,0.5572916666666666,0.5677083333333333
1990-02-21,0.23,0.43,0.34,0.546875,0.5390629768371582,0.546875,75200.0,5872.701,5.3,128.0,8.24,3170.5,62.94168014613162,-0.0016122890728948,0.520232389147362,0.0390620231628418,0.5572970643883981,0.4770784154289925,0.5442709922790527,0.5416669845581055,0.5364589691162109,0.5338549613952637,0.5494790077209473,0.5520830154418945,0.5572910308837891
1990-02-22,0.23,0.43,0.34,0.59375,0.546875,0.5859379768371582,3094400.0,5872.701,5.3,128.0,8.24,3170.5,76.9580950928161,0.0002812647224313,0.5296425347776986,0.0703129768371582,0.5711222941405865,0.4718469833605199,0.5755209922790527,0.5572919845581055,0.5286459922790527,0.5104169845581055,0.6041669845581055,0.6223959922790527,0.6510419845581055
1990-02-23,0.24,0.38,0.38,0.5859379768371582,0.5703129768371582,0.5859379768371582,632000.0,5872.701,5.3,128.0,8.24,3170.5,76.9580950928161,0.002410444661802,0.5312424124389323,0.0546879768371582,0.5807842934132994,0.4723412817715227,0.5807296435038248,0.5755213101704915,0.5651046435038248,0.5598963101704915,0.5911463101704915,0.5963546435038248,0.6067713101704915
1990-02-26,0.24,0.38,0.38,0.5859379768371582,0.578125,0.5859379768371582,654400.0,5872.701,5.3,128.0,8.24,3170.5,76.9580950928161,0.0045702014817307,0.5328059073955212,0.0703129768371582,0.5881996480006959,0.4750822248678418,0.5833336512247721,0.580729325612386,0.5755206743876139,0.5729163487752278,0.5885423024495442,0.5911466280619303,0.5963552792867024
1990-02-27,0.24,0.38,0.38,0.59375,0.578125,0.59375,300800.0,5872.701,5.3,128.0,8.24,3170.5,79.35676696401265,0.006750125130043,0.5335962971174888,0.0703120231628418,0.5976932012953557,0.4741823738894663,0.5885416666666666,0.5833333333333333,0.5729166666666666,0.5677083333333333,0.5989583333333333,0.6041666666666666,0.6145833333333333
1990-02-28,0.24,0.38,0.38,0.625,0.5859379768371582,0.609375,3123200.0,5872.701,5.3,128.0,8.24,3170.5,83.35553871996214,0.0090623166045987,0.542589489482923,0.0703120231628418,0.6088697094335429,0.4739433657512792,0.6067709922790527,0.5885419845581055,0.5677089691162109,0.5494799613952637,0.6276040077209473,0.6458330154418945,0.6666660308837891
1990-03-01,0.24,0.38,0.38,0.609375,0.59375,0.609375,1270400.0,5872.701,5.2,128.6,8.28,3192.6,83.35553871996214,0.0113155472397185,0.5456649850954134,0.0703120231628418,0.619039187425367,0.4723675900757392,0.6041666666666666,0.5989583333333333,0.5885416666666666,0.5833333333333333,0.6145833333333333,0.6197916666666666,0.6302083333333333
1990-03-02,0.21,0.37,0.42,0.609375,0.59375,0.6015629768371582,953600.0,5872.701,5.2,128.6,8.28,3192.6,73.83521425480808,0.0132632776017164,0.5475326385923346,0.078125,0.6254926711048802,0.475289106396226,0.6015626589457194,0.5937503178914387,0.5859376589457194,0.5781253178914387,0.6093753178914387,0.6171876589457194,0.6250003178914387
1990-03-05,0.21,0.37,0.42,0.6015629768371582,0.59375,0.6015629768371582,616000.0,5872.701,5.2,128.6,8.28,3192.6,73.83521425480808,0.0148871933744581,0.548674145491542,0.0546879768371582,0.6290201414795925,0.4826991330412814,0.5989586512247721,0.596354325612386,0.5911456743876139,0.5885413487752278,0.6041673024495442,0.6067716280619303,0.6119802792867024
1990-03-06,0.21,0.37,0.42,0.6015629768371582,0.5625,0.5859379768371582,822400.0,5872.701,5.2,128.6,8.28,3192.6,56.61613811036344,0.0159398014134266,0.5496963800708048,0.0390629768371582,0.6304247879866394,0.4891069865342345,0.5833336512247721,0.565104325612386,0.5442706743876139,0.5260413487752278,0.6041673024495442,0.6223966280619303,0.6432302792867024
1990-03-07,0.21,0.37,0.42,0.5859379768371582,0.5703129768371582,0.5859379768371582,817600.0,5872.701,5.2,128.6,8.28,3192.6,56.61613811036343,0.0165428153484696,0.550658529694018,0.0390629768371582,0.6307870093848782,0.4965572651359957,0.5807296435038248,0.5755213101704915,0.5651046435038248,0.5598963101704915,0.5911463101704915,0.5963546435038248,0.6067713101704915
1990-03-08,0.21,0.37,0.42,0.5859379768371582,0.5703129768371582,0.578125,366400.0,5872.701,5.2,128.6,8.28,3192.6,49.007587173416425,0.0166700655176001,0.5509814655516998,-0.0078129768371582,0.6302105247375402,0.5033837497833338,0.5781253178914388,0.5703126589457195,0.5625003178914388,0.5546876589457195,0.5859376589457195,0.5937503178914388,0.6015626589457195
