Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
2000-04-20,0.637,0.1369999999999999,0.226,1.2291669845581057,1.1875,1.21875,13676400.0,10247.72,3.8,170.9,6.02,4806.1,54.51756276088256,-0.041377327467019,1.1878331354143383,0.0260419845581056,1.3483523375079138,1.0757360690548912,1.2118056615193684,1.1944443384806311,1.1701386769612627,1.1527773539225254,1.2361113230387368,1.253472646077474,1.2777783075968423
2000-04-24,0.637,0.1369999999999999,0.226,1.21875,1.1770830154418943,1.1875,11445600.0,10247.72,3.8,170.9,6.02,4806.1,42.42484741659339,-0.0398230170809023,1.1878228722146138,-0.015625,1.3155683890022187,1.0897700175605864,1.1944443384806316,1.1701386769612632,1.152777353922526,1.1284716924031577,1.2118056615193689,1.2361113230387373,1.2534726460774746
2000-04-25,0.637,0.1369999999999999,0.226,1.2604169845581057,1.15625,1.2552080154418943,13906800.0,10247.72,3.8,170.9,6.02,4806.1,62.96299369996896,-0.0372311723534175,1.1902542635462792,0.0416660308837886,1.2952890422962942,1.1017159673548895,1.2239583333333333,1.1874996821085608,1.1197913487752276,1.0833326975504551,1.2916666666666663,1.328125317891439,1.3958336512247722
2000-04-26,0.637,0.1369999999999999,0.226,1.375,1.25,1.2760419845581057,15963600.0,10247.72,3.8,170.9,6.02,4806.1,67.12643790590735,-0.0337076388024319,1.193666146940064,0.0833339691162113,1.2779278796740323,1.1133480268887728,1.3003473281860352,1.2256946563720703,1.1753473281860352,1.1006946563720703,1.3506946563720703,1.4253473281860352,1.4756946563720703
2000-04-27,0.613,0.242,0.145,1.2552080154418943,1.2135419845581057,1.234375,12255600.0,10247.72,3.8,170.9,6.02,4806.1,53.29995607783014,-0.0303727960738149,1.1948722923133035,0.0416669845581056,1.2676001496269746,1.1189882569358307,1.234375,1.2135419845581057,1.1927089691162114,1.171875953674317,1.2552080154418943,1.2760410308837886,1.296874046325683
2000-04-28,0.613,0.242,0.145,1.25,1.2083330154418943,1.25,10617600.0,10247.72,3.8,170.9,6.02,4806.1,57.12145698003919,-0.0270125255681854,1.1962519312250584,0.0455729961395263,1.2714600476219022,1.1271075573967133,1.236111005147298,1.2222220102945962,1.1944440205891924,1.1805550257364903,1.263888994852702,1.2777779897054038,1.3055559794108076
2000-05-01,0.613,0.242,0.145,1.25,1.203125,1.2291669845581057,12930000.0,10247.72,4.0,171.2,6.27,4732.3,50.73442048194274,-0.024083279941134,1.1972254045610549,0.0260419845581056,1.2697283889424429,1.138735112987794,1.2274306615193684,1.2048613230387368,1.1805556615193684,1.1579863230387368,1.2517363230387368,1.2743056615193684,1.2986113230387368
2000-05-02,0.613,0.242,0.145,1.2291669845581057,1.203125,1.2135419845581057,8053200.0,10247.72,4.0,171.2,6.27,4732.3,46.25826410997839,-0.0217721453365099,1.1975205264993092,0.0260419845581056,1.2671303796488342,1.148104019193024,1.2152779897054036,1.2013889948527017,1.189236005147298,1.1753470102945958,1.2274309794108071,1.2413199742635093,1.2534729639689128
2000-05-03,0.613,0.242,0.145,1.2135419845581057,1.171875,1.1875,12493200.0,10247.72,4.0,171.2,6.27,4732.3,39.54813981880909,-0.0203354457715305,1.1972470311647552,0.015625,1.2658376451907205,1.1514800551953273,1.1909723281860352,1.1684026718139646,1.1493053436279297,1.126735687255859,1.2100696563720703,1.2326393127441408,1.251736640930176
2000-05-04,0.348,0.304,0.348,1.2291669845581057,1.1875,1.2291669845581057,10831200.0,10247.72,4.0,171.2,6.27,4732.3,52.31743077160719,-0.018811018316451,1.197984880483857,0.03125,1.265342188182621,1.1587464091150474,1.2152779897054036,1.2013889948527017,1.173611005147298,1.1597220102945958,1.2430559794108071,1.2569449742635093,1.2847229639689128
2000-05-05,0.348,0.304,0.348,1.28125,1.2395830154418943,1.2604169845581057,5132400.0,10247.72,4.0,171.2,6.27,4732.3,59.68651203198772,-0.0167700681112242,1.1986613156594383,0.0416669845581056,1.2720540092570936,1.1588054849521958,1.2604166666666667,1.2395833333333337,1.218749682108561,1.1979163487752278,1.2812503178914392,1.3020836512247724,1.3229173024495449
2000-05-08,0.348,0.304,0.348,1.3020830154418943,1.265625,1.2708330154418943,4306800.0,10247.72,4.0,171.2,6.27,4732.3,61.94818210453451,-0.0143079573684062,1.1993115780760777,0.0833330154418943,1.2802349374680688,1.1573953582854102,1.279513676961263,1.2569443384806316,1.2430556615193686,1.2204863230387373,1.293402353922526,1.3159716924031573,1.3298603693644202
2000-05-09,0.348,0.304,0.348,1.2916669845581057,1.25,1.25,4030800.0,10247.72,4.0,171.2,6.27,4732.3,54.84701610973519,-0.0120107071383453,1.1997354358824404,-0.0052080154418943,1.2835449715963156,1.1577311257013527,1.263888994852702,1.236111005147298,1.2222220102945962,1.1944440205891924,1.2777779897054038,1.3055559794108076,1.3194449742635097
2000-05-10,0.348,0.304,0.348,1.28125,1.2395830154418943,1.265625,2325600.0,10247.72,4.0,171.2,6.27,4732.3,58.92200247346206,-0.009660551356515,1.2000517958989398,-0.0104169845581056,1.2888064018905383,1.1597613938629403,1.2621526718139648,1.2430553436279297,1.2204856872558592,1.201388359069824,1.2847223281860354,1.3038196563720703,1.326389312744141
2000-05-11,0.302,0.442,0.256,1.2916669845581057,1.2291669845581057,1.2447919845581057,6861600.0,10247.72,4.0,171.2,6.27,4732.3,51.73853908932874,-0.0077107946925931,1.2006767440457793,0.0104169845581056,1.290238230326256,1.1635379623388442,1.2552086512247724,1.2187503178914392,1.1927086512247724,1.1562503178914392,1.2812503178914392,1.3177086512247724,1.3437503178914392
2000-05-12,0.302,0.442,0.256,1.3072919845581057,1.2447919845581057,1.3072919845581057,2305200.0,10247.72,4.0,171.2,6.27,4732.3,66.06131468855241,-0.0050994844469103,1.201174728058929,0.0572919845581056,1.303841199360496,1.1602214913743674,1.2864586512247724,1.2656253178914392,1.2239586512247724,1.2031253178914392,1.3281253178914392,1.3489586512247724,1.3906253178914392
2000-05-15,0.302,0.442,0.256,1.40625,1.2916669845581057,1.3645830154418943,3985200.0,10247.72,4.0,171.2,6.27,4732.3,74.16936354540074,-0.0012847467369153,1.202483665509691,0.1354160308837886,1.331784520973098,1.1484239713059547,1.3541666666666667,1.3020833333333337,1.2395836512247724,1.1875003178914392,1.4166663487752278,1.468749682108561,1.531249364217122
2000-05-16,0.302,0.442,0.256,1.4114580154418943,1.359375,1.375,3790800.0,10247.72,4.0,171.2,6.27,4732.3,75.40224171240482,0.0032534262414547,1.2037882110093272,0.1614580154418943,1.355703330005053,1.1432551622739997,1.3819443384806316,1.3524306615193689,1.3298613230387373,1.3003476460774746,1.4045136769612632,1.434027353922526,1.4565966924031577
2000-05-17,0.302,0.442,0.256,1.375,1.3177080154418943,1.3333330154418943,7551600.0,10247.72,4.0,171.2,6.27,4732.3,61.79073057749036,0.0073349482845599,1.2057106994464442,0.1458330154418943,1.3634840933249908,1.1516202004982514,1.342013676961263,1.309027353922526,1.2847216924031573,1.2517353693644202,1.3663193384806316,1.3993056615193686,1.4236113230387373
2000-05-18,0.353,0.235,0.412,1.34375,1.2864580154418943,1.296875,6236400.0,10247.72,4.0,171.2,6.27,4732.3,52.26530415347796,0.0103179060642642,1.2068144559811351,0.0677080154418943,1.365918250074188,1.1590818452932437,1.3090276718139648,1.2743053436279297,1.2517356872558592,1.217013359069824,1.3315973281860354,1.3663196563720703,1.388889312744141
2000-05-19,0.353,0.235,0.412,1.3020830154418943,1.2760419845581057,1.2760419845581057,1891200.0,10247.72,4.0,171.2,6.27,4732.3,47.44314454315047,0.0121000382815162,1.2070676999926415,0.015625,1.366835919060018,1.1638933747632243,1.2847223281860352,1.267361640930176,1.2586812973022463,1.2413206100463874,1.2934026718139646,1.3107633590698238,1.3194437026977532
2000-05-22,0.353,0.235,0.412,1.3072919845581057,1.2760419845581057,1.296875,1888800.0,10247.72,4.0,171.2,6.27,4732.3,52.49988503531874,0.013340894143533,1.2073946163934512,0.0260419845581056,1.3662436966657272,1.1754230971575148,1.2934029897054038,1.279513994852702,1.2621529897054038,1.248263994852702,1.310763994852702,1.3246529897054038,1.342013994852702
