Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3,Next_Higher
0.324,0.297,0.3779999999999999,9.15999984741211,8.704000473022461,9.15999984741211,861500.0,11174.129,5.8,182.6,1.24,5793.5,73.48650204044503,0.0158402719324328,8.622142558913634,0.6999998092651367,9.05597372973254,8.269826403018923,9.008000055948893,8.856000264485676,8.552000681559244,8.400000890096027,9.311999638875324,9.46399943033854,9.767999013264973,1
0.324,0.297,0.3779999999999999,9.670000076293944,9.005999565124512,9.619999885559082,1874500.0,11174.129,5.8,182.6,1.24,5793.5,82.0236090000122,0.0373045735582745,8.658262390889707,0.7299995422363281,9.293281732684644,8.136518396252125,9.431999842325846,9.193999608357748,8.767999331156414,8.529999097188316,9.85800011952718,10.096000353495278,10.522000630696612,0
0.324,0.297,0.3779999999999999,9.720000267028809,9.449999809265137,9.604000091552734,1383000.0,11174.129,5.8,182.6,1.24,5793.5,80.97717760680376,0.0645676230331703,8.682862581604452,0.9239997863769532,9.457131014219348,8.092669095643933,9.591333389282228,9.462666511535645,9.321332931518556,9.192666053771973,9.732666969299316,9.861333847045898,10.002667427062988,0
0.324,0.297,0.3779999999999999,9.654000282287598,9.534000396728516,9.60200023651123,411000.0,11174.129,5.8,182.6,1.24,5793.5,80.82845800554168,0.0938569720231513,8.689913143408251,0.9920005798339844,9.593764433094952,8.061235681345964,9.596666971842447,9.539333661397295,9.476667086283364,9.419333775838217,9.65933354695638,9.71666685740153,9.77933343251546,1
0.381,0.191,0.429,9.84000015258789,9.531999588012695,9.8100004196167,649000.0,11174.129,5.8,182.6,1.24,5793.5,84.29081821992855,0.1259855726361386,8.70331820978957,1.2899999618530271,9.748600412145052,7.9861997358652035,9.727333386739096,9.6146666208903,9.4193328221639,9.306666056315104,9.922667185465496,10.035333951314293,10.230667750040691,0
0.381,0.191,0.429,9.869999885559082,9.741999626159668,9.79800033569336,844000.0,11174.129,5.8,182.6,1.24,5793.5,83.28949587048288,0.1577309258921539,8.720094490406263,1.398000717163086,9.891047521806229,7.945352700972091,9.803333282470703,9.736666679382324,9.675333023071287,9.60866641998291,9.864666938781738,9.931333541870115,9.992667198181152,1
0.381,0.191,0.429,9.935999870300291,9.77400016784668,9.923999786376951,810000.0,11174.129,5.8,182.6,1.24,5793.5,85.39191458960607,0.1892226702156047,8.737544734932477,1.4600000381469709,10.044175895332652,7.91162435185973,9.877999941507976,9.820000012715658,9.716000239054363,9.658000310262048,9.98199971516927,10.039999643961586,10.14399941762288,0
0.381,0.191,0.429,10.0,9.814000129699709,9.81999969482422,554000.0,11174.129,5.8,182.6,1.24,5793.5,76.25478583194902,0.2168140706371083,8.748170483300644,1.087999343872072,10.153296973522622,7.922503254596275,9.877999941507976,9.75599988301595,9.692000071207683,9.570000012715658,9.94199975331624,10.063999811808266,10.127999623616532,0
0.381,0.191,0.429,9.68000030517578,9.35200023651123,9.40999984741211,1459000.0,11174.129,5.8,182.6,1.24,5793.5,51.29016515614682,0.2334789530295473,8.764848965086598,0.6779994964599609,10.187552562231936,7.963847622399414,9.480666796366371,9.281333287556969,9.152666727701824,8.953333218892418,9.609333356221516,9.808666865030922,9.937333424886065,0
0.292,0.417,0.292,9.399999618530272,9.053999900817873,9.076000213623049,725000.0,11174.129,5.8,182.6,1.24,5793.5,39.22079810667167,0.2365607900827916,8.768697186360535,0.3319997787475603,10.18508800432095,8.02051216199985,9.176666577657064,8.953333536783857,8.830666859944666,8.607333819071458,9.299333254496256,9.522666295369463,9.645332972208656,0
