Bullish,Neutral,Bearish,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3,Next_Higher
0.24,0.38,0.38,0.1015629991889,0.09375,0.09375,779200.0,5872.701,5.4,127.5,8.23,3170.4,100.0,0.0018582134257699,0.0935337749775499,0.0,0.0985995548127082,0.0857756448628517,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.24,0.38,0.38,0.1015629991889,0.09375,0.09375,43200.0,5872.701,5.4,127.5,8.23,3170.4,100.0,0.0018175473699931,0.0935350703127188,0.0,0.0983020145708961,0.0868543851857738,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.24,0.38,0.38,0.1015629991889,0.09375,0.09375,64000.0,5872.701,5.4,127.5,8.23,3170.4,100.0,0.001767780260739,0.0935369610511158,0.0,0.0977777661500861,0.0881598336876938,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.24,0.38,0.38,0.1015629991889,0.09375,0.09375,68800.0,5872.701,5.4,127.5,8.23,3170.4,100.0,0.0017108885327858,0.093538956840833,0.0,0.0968530329302256,0.0898657669886644,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.24,0.38,0.38,0.1015629991889,0.09375,0.09375,97600.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.001648614129204,0.0935417247687429,0.0,0.09375,0.09375,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.15,0.37,0.48,0.1015629991889,0.09375,0.09375,428800.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0015824729708764,0.0935530721486935,0.0,0.09375,0.09375,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.15,0.37,0.48,0.1015629991889,0.09375,0.09375,49600.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0015137686583963,0.0935543054342269,0.0,0.09375,0.09375,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.15,0.37,0.48,0.1015629991889,0.09375,0.09375,88000.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0014436092191622,0.0935564559239607,0.0,0.09375,0.09375,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,0
0.15,0.37,0.48,0.1015629991889,0.09375,0.09375,550400.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0013729253309842,0.0935689029537153,0.0,0.09375,0.09375,0.0963543330629666,0.0911456669370333,0.0885413338740666,0.0833326677481333,0.0989586661259333,0.1041673322518666,0.1067716653148333,1
0.15,0.37,0.48,0.1132809966802597,0.1015629991889,0.1015629991889,737600.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0014271407589541,0.0942032021558531,0.0078129991888999,0.0976347294183512,0.0906465705005388,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.19,0.3,0.51,0.1132809966802597,0.1015629991889,0.1015629991889,1099200.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.001553545853792,0.0949814352729384,0.0078129991888999,0.0993408807384921,0.0897217190992878,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.19,0.3,0.51,0.1132809966802597,0.1015629991889,0.1015629991889,206400.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0017150308240799,0.0951095701575081,0.0078129991888999,0.1006464960774151,0.0891974036792548,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.19,0.3,0.51,0.1132809966802597,0.1015629991889,0.1015629991889,32000.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0018861289695428,0.0951289906481232,0.0078129991888999,0.1017253742639161,0.0888998254116438,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.19,0.3,0.51,0.1132809966802597,0.1015629991889,0.1015629991889,54400.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0020499843500095,0.0951617385957858,0.0078129991888999,0.1026452817494413,0.0887612178450086,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.19,0.3,0.51,0.1132809966802597,0.1015629991889,0.1015629991889,171200.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0021960382068873,0.0952626572466571,0.0078129991888999,0.1034406558122815,0.0887471437010584,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.23,0.43,0.34,0.1132809966802597,0.1015629991889,0.1015629991889,123200.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0023182728138457,0.0953333341594707,0.0078129991888999,0.1041312958597842,0.0888378035724457,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.23,0.43,0.34,0.1132809966802597,0.1015629991889,0.1015629991889,564800.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0024138864236494,0.095638041344643,0.0078129991888999,0.1047292122653614,0.0890211870857585,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.23,0.43,0.34,0.1132809966802597,0.1015629991889,0.1015629991889,211200.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0024823005493125,0.0957444632299936,0.0078129991888999,0.1052416371237601,0.0892900621462498,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.23,0.43,0.34,0.1132809966802597,0.1015629991889,0.1015629991889,36800.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0025244225186718,0.0957626165570494,0.0078129991888999,0.1056724676271202,0.0896405315617797,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.24,0.38,0.38,0.1132809966802597,0.1015629991889,0.1015629991889,8000.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0025421033010284,0.0957665479537092,0.0,0.1060229370426501,0.0900713620651398,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.24,0.38,0.38,0.1132809966802597,0.1015629991889,0.1015629991889,168000.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0025377439974113,0.0958478935003137,0.0,0.1062918121031414,0.0905837869235385,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.24,0.38,0.38,0.1132809966802597,0.1015629991889,0.1015629991889,632000.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0025140148848893,0.0961344831597007,0.0,0.1064751956164541,0.0911817033291158,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
0.24,0.38,0.38,0.1132809966802597,0.1015629991889,0.1015629991889,464000.0,5872.701,5.3,128.0,8.24,3170.5,100.0,0.0024736591222347,0.0963272430040092,0.0,0.1065658554878414,0.0918723433766185,0.1054689983526865,0.0976570000251134,0.0937510008613268,0.0859390025337537,0.1093749975164731,0.1171869958440462,0.1210929950078328,0
